count,geoid,place,region,state
6,973000,"Stamford city, Connecticut",Stamford,Connecticut
0,673080,"South Gate city, California",South Gate,California
1,642468,"Lomita city, California",Lomita,California
0,652526,"Norwalk city, California",Norwalk,California
1,669154,"Santa Fe Springs city, California",Santa Fe Springs,California
0,617568,"Culver City city, California",Culver,California
0,622412,"El Segundo city, California",El Segundo,California
182,644000,"Los Angeles city, California",Los Angeles,California
1,648816,"Montebello city, California",Montebello,California
2,604982,"Bellflower city, California",Bellflower,California
0,603666,"Baldwin Park city, California",Baldwin Park,California
1,655618,"Paramount city, California",Paramount,California
0,672996,"South El Monte city, California",South El Monte,California
0,666140,"San Fernando city, California",San Fernando,California
4,667042,"San Gabriel city, California",San Gabriel,California
4,600884,"Alhambra city, California",Alhambra,California
0,622230,"El Monte city, California",El Monte,California
1,656924,"Pico Rivera city, California",Pico Rivera,California
2,662896,"Rosemead city, California",Rosemead,California
73,655156,"Palmdale city, California",Palmdale,California
89,648914,"Monterey Park city, California",Monterey Park,California
99,640130,"Lancaster city, California",Lancaster,California
0,631596,"Hacienda Heights CDP, California",Hacienda Heights,California
0,659514,"Rancho Palos Verdes city, California",Rancho Palos Verdes,California
1,628168,"Gardena city, California",Gardena,California
1,671806,"Sierra Madre city, California",Sierra Madre,California
5,606308,"Beverly Hills city, California",Beverly Hills,California
1,615044,"Compton city, California",Compton,California
1,602462,"Arcadia city, California",Arcadia,California
6,670000,"Santa Monica city, California",Santa Monica,California
1,648648,"Monrovia city, California",Monrovia,California
3,639892,"Lakewood city, California",Lakewood,California
4,619766,"Downey city, California",Downey,California
2,640340,"La Puente city, California",La Puente,California
8,636546,"Inglewood city, California",Inglewood,California
8,608954,"Burbank city, California",Burbank,California
0,660018,"Redondo Beach city, California",Redondo Beach,California
3,630000,"Glendale city, California",Glendale,California
4,601290,"Altadena CDP, California",Altadena,California
2,680000,"Torrance city, California",Torrance,California
1,611530,"Carson city, California",Carson,California
30,656000,"Pasadena city, California",Pasadena,California
7,685292,"Whittier city, California",Whittier,California
3,619990,"Duarte city, California",Duarte,California
62,643000,"Long Beach city, California",Long Beach,California
89,1852326,"New Albany city, Indiana",New Albany,Indiana
4,2170086,"Shepherdsville city, Kentucky",Shepherdsville,Kentucky
1,2103628,"Bardstown city, Kentucky",Bardstown,Kentucky
4,2170050,"Shelbyville city, Kentucky",Shelbyville,Kentucky
3000,2148006,"Louisville/Jefferson County metro government (balance), Kentucky",Louisville/Jefferson,Kentucky
190,1812934,"Clarksville town, Indiana",Clarksville,Indiana
70,2154228,"Mount Washington city, Kentucky",Mount Washington,Kentucky
1,2124274,"Elizabethtown city, Kentucky",Elizabethtown,Kentucky
0,2966440,"Sedalia city, Missouri",Sedalia,Missouri
19,2163912,"Radcliff city, Kentucky",Radcliff,Kentucky
1,1845990,"Madison city, Indiana",Madison,Indiana
3000,1838358,"Jeffersonville city, Indiana",Jeffersonville,Indiana
7,2941168,"Lebanon city, Missouri",Lebanon,Missouri
8,2962912,"Rolla city, Missouri",Rolla,Missouri
1,2925264,"Fort Leonard Wood CDP, Missouri",Fort Leonard Wood,Missouri
0,4857980,"Plainview city, Texas",Plainview,Texas
0,4842448,"Levelland city, Texas",Levelland,Texas
688,1380508,"Warner Robins city, Georgia",Warner Robins,Georgia
1059,4845000,"Lubbock city, Texas",Lubbock,Texas
311,5147672,"Lynchburg city, Virginia",Lynchburg,Virginia
3,1360340,"Perry city, Georgia",Perry,Georgia
19,1324376,"Dublin city, Georgia",Dublin,Georgia
1242,5548000,"Madison city, Wisconsin",Madison,Wisconsin
63,5148520,"Madison Heights CDP, Virginia",Madison Heights,Virginia
78,1351492,"Milledgeville city, Georgia",Milledgeville,Georgia
157,5551575,"Middleton city, Wisconsin",Middleton,Wisconsin
45,5578600,"Sun Prairie city, Wisconsin",Sun Prairie,Wisconsin
14,5577675,"Stoughton city, Wisconsin",Stoughton,Wisconsin
24,5505900,"Beaver Dam city, Wisconsin",Beaver Dam,Wisconsin
7,5560200,"Oregon village, Wisconsin",Oregon,Wisconsin
85,5584350,"Waunakee village, Wisconsin",Waunakee,Wisconsin
13,5583975,"Watertown city, Wisconsin",Watertown,Wisconsin
4,5504625,"Baraboo city, Wisconsin",Baraboo,Wisconsin
21,2338740,"Lewiston city, Maine",Lewiston,Maine
16,2302795,"Bangor city, Maine",Bangor,Maine
12,2380740,"Waterville city, Maine",Waterville,Maine
3,2308395,"Brunswick CDP, Maine",Brunswick,Maine
21,2302060,"Auburn city, Maine",Auburn,Maine
13,2302100,"Augusta city, Maine",Augusta,Maine
146,2739878,"Mankato city, Minnesota",Mankato,Minnesota
81,3947138,"Mansfield city, Ohio",Mansfield,Ohio
3,2746042,"New Ulm city, Minnesota",New Ulm,Minnesota
9,2758036,"St. Peter city, Minnesota",St. Peter,Minnesota
6,2720546,"Faribault city, Minnesota",Faribault,Minnesota
2,2720330,"Fairmont city, Minnesota",Fairmont,Minnesota
21,3902568,"Ashland city, Ohio",Ashland,Ohio
3,3929162,"Galion city, Ohio",Galion,Ohio
39,3986548,"Wooster city, Ohio",Wooster,Ohio
2,3953102,"Mount Vernon city, Ohio",Mount Vernon,Ohio
30,3947754,"Marion city, Ohio",Marion,Ohio
1,3910030,"Bucyrus city, Ohio",Bucyrus,Ohio
26,4607580,"Brookings city, South Dakota",Brookings,South Dakota
145,2436075,"Hagerstown city, Maryland",Hagerstown,Maryland
43,5452060,"Martinsburg city, West Virginia",Martinsburg,West Virginia
8,2740688,"Marshall city, Minnesota",Marshall,Minnesota
8,2700694,"Albert Lea city, Minnesota",Albert Lea,Minnesota
34,1950160,"Mason City city, Iowa",Mason,Iowa
20,2702908,"Austin city, Minnesota",Austin,Minnesota
0,1722736,"Effingham city, Illinois",Effingham,Illinois
1,4863020,"Roma city, Texas",Roma,Texas
73,1712567,"Charleston city, Illinois",Charleston,Illinois
9,1747553,"Mattoon city, Illinois",Mattoon,Illinois
432,4857200,"Pharr city, Texas",Pharr,Texas
0,4860836,"Raymondville city, Texas",Raymondville,Texas
18,4847700,"Mercedes city, Texas",Mercedes,Texas
40,4877272,"Weslaco city, Texas",Weslaco,Texas
229,4865516,"San Juan city, Texas",San Juan,Texas
1270,4822660,"Edinburg city, Texas",Edinburg,Texas
52,4820884,"Donna city, Texas",Donna,Texas
8,4862168,"Rio Grande City city, Texas",Rio Grande,Texas
898,4848768,"Mission city, Texas",Mission,Texas
992,4845384,"McAllen city, Texas",McAllen,Texas
74,4833560,"Hidalgo city, Texas",Hidalgo,Texas
301,4801576,"Alamo city, Texas",Alamo,Texas
1,4256456,"Oil City city, Pennsylvania",Oil,Pennsylvania
11,4130550,"Grants Pass city, Oregon",Grants Pass,Oregon
49,4147000,"Medford city, Oregon",Medford,Oregon
56,4103050,"Ashland city, Oregon",Ashland,Oregon
45,4112400,"Central Point city, Oregon",Central Point,Oregon
13,4248360,"Meadville city, Pennsylvania",Meadville,Pennsylvania
7,4716420,"Collierville town, Tennessee",Collierville,Tennessee
92,2833700,"Horn Lake city, Mississippi",Horn Lake,Mississippi
0,524430,"Forrest City city, Arkansas",Forrest,Arkansas
3000,4748000,"Memphis city, Tennessee",Memphis,Tennessee
961,4728960,"Germantown city, Tennessee",Germantown,Tennessee
572,2869280,"Southaven city, Mississippi",Southaven,Mississippi
4,544180,"Marion city, Arkansas",Marion,Arkansas
5,574540,"West Memphis city, Arkansas",West Memphis,Arkansas
9,4701740,"Arlington town, Tennessee",Arlington,Tennessee
431,2854040,"Olive Branch city, Mississippi",Olive Branch,Mississippi
91,4749060,"Millington city, Tennessee",Millington,Tennessee
0,633056,"Healdsburg city, California",Healdsburg,California
0,2831780,"Hernando city, Mississippi",Hernando,Mississippi
0,531190,"Helena-West Helena city, Arkansas",Helena-West Helena,Arkansas
1,681134,"Ukiah city, California",Ukiah,California
68,646898,"Merced city, California",Merced,California
1,618464,"Delhi CDP, California",Delhi,California
7,603162,"Atwater city, California",Atwater,California
5,642006,"Livingston city, California",Livingston,California
45,686076,"Winton CDP, California",Winton,California
8,613294,"Chowchilla city, California",Chowchilla,California
79,2870240,"Starkville city, Mississippi",Starkville,Mississippi
2,1249475,"North Miami Beach city, Florida",North Miami Beach,Florida
2,1205200,"Belle Glade city, Florida",Belle Glade,Florida
23,1235875,"Jupiter town, Florida",Jupiter,Florida
59,1239075,"Lake Worth city, Florida",Lake Worth,Florida
73,1207875,"Boynton Beach city, Florida",Boynton Beach,Florida
0,644028,"Los Banos city, California",Los Banos,California
119,1276600,"West Palm Beach city, Florida",West Palm Beach,Florida
136,1207300,"Boca Raton city, Florida",Boca Raton,Florida
189,1230000,"Hialeah city, Florida",Hialeah,Florida
343,2846640,"Meridian city, Mississippi",Meridian,Mississippi
307,1224000,"Fort Lauderdale city, Florida",Fort Lauderdale,Florida
313,1258050,"Pompano Beach city, Florida",Pompano Beach,Florida
0,1236300,"Key Biscayne village, Florida",Key Biscayne,Florida
51,1255775,"Pembroke Pines city, Florida",Pembroke Pines,Florida
18,1216335,"Dania Beach city, Florida",Dania Beach,Florida
10,1249600,"North Palm Beach village, Florida",North Palm Beach,Florida
74,1216725,"Deerfield Beach city, Florida",Deerfield Beach,Florida
438,1232000,"Hollywood city, Florida",Hollywood,Florida
24,1217100,"Delray Beach city, Florida",Delray Beach,Florida
536,1228452,"Hallandale Beach city, Florida",Hallandale Beach,Florida
56,1251650,"Opa-locka city, Florida",Opa-locka,Florida
11,1276582,"Weston city, Florida",Weston,Florida
1,1236375,"Key Largo CDP, Florida",Key Largo,Florida
242,1232275,"Homestead city, Florida",Homestead,Florida
11,4169600,"Springfield city, Oregon",Springfield,Oregon
296,1245000,"Miami city, Florida",Miami,Florida
1,5551150,"Mequon city, Wisconsin",Mequon,Wisconsin
10,5551000,"Menomonee Falls village, Wisconsin",Menomonee Falls,Wisconsin
1719,5553000,"Milwaukee city, Wisconsin",Milwaukee,Wisconsin
33,5531125,"Greendale village, Wisconsin",Greendale,Wisconsin
15,5578750,"Sussex village, Wisconsin",Sussex,Wisconsin
39,5562240,"Pewaukee city, Wisconsin",Pewaukee,Wisconsin
55,5517975,"Cudahy city, Wisconsin",Cudahy,Wisconsin
64,5575125,"South Milwaukee city, Wisconsin",South Milwaukee,Wisconsin
3,5567475,"Richfield village, Wisconsin",Richfield,Wisconsin
26,5528875,"Germantown village, Wisconsin",Germantown,Wisconsin
67,5558800,"Oak Creek city, Wisconsin",Oak Creek,Wisconsin
12,5564450,"Port Washington city, Wisconsin",Port Washington,Wisconsin
90,5556375,"New Berlin city, Wisconsin",New Berlin,Wisconsin
15,5513375,"Cedarburg city, Wisconsin",Cedarburg,Wisconsin
7,5559250,"Oconomowoc city, Wisconsin",Oconomowoc,Wisconsin
21,5511950,"Caledonia village, Wisconsin",Caledonia,Wisconsin
116,5510025,"Brookfield city, Wisconsin",Brookfield,Wisconsin
111,5527300,"Franklin city, Wisconsin",Franklin,Wisconsin
1003,2758000,"St. Paul city, Minnesota",St. Paul,Minnesota
40,5585350,"West Bend city, Wisconsin",West Bend,Wisconsin
74,2710846,"Champlin city, Minnesota",Champlin,Minnesota
24,5555275,"Muskego city, Wisconsin",Muskego,Wisconsin
7,2743252,"Minnetonka city, Minnesota",Minnetonka,Minnesota
12,2758738,"Savage city, Minnesota",Savage,Minnesota
56,2761492,"South St. Paul city, Minnesota",South St. Paul,Minnesota
80,5584250,"Waukesha city, Wisconsin",Waukesha,Wisconsin
1071,2743000,"Minneapolis city, Minnesota",Minneapolis,Minnesota
40,2730140,"Hopkins city, Minnesota",Hopkins,Minnesota
3,2757346,"St. Michael city, Minnesota",St. Michael,Minnesota
10,2718116,"Eden Prairie city, Minnesota",Eden Prairie,Minnesota
0,2755186,"Rogers city, Minnesota",Rogers,Minnesota
73,2708794,"Burnsville city, Minnesota",Burnsville,Minnesota
1,2755726,"Rosemount city, Minnesota",Rosemount,Minnesota
2,2710918,"Chanhassen city, Minnesota",Chanhassen,Minnesota
2,2767432,"Waconia city, Minnesota",Waconia,Minnesota
2,2713456,"Cottage Grove city, Minnesota",Cottage Grove,Minnesota
5,2731076,"Inver Grove Heights city, Minnesota",Inver Grove Heights,Minnesota
26,2735180,"Lakeville city, Minnesota",Lakeville,Minnesota
1,2730392,"Hugo city, Minnesota",Hugo,Minnesota
2,2718674,"Elk River city, Minnesota",Elk River,Minnesota
3,2746924,"Northfield city, Minnesota",Northfield,Minnesota
5,2721770,"Forest Lake city, Minnesota",Forest Lake,Minnesota
14,2762824,"Stillwater city, Minnesota",Stillwater,Minnesota
34,2710972,"Chaska city, Minnesota",Chaska,Minnesota
34,2759350,"Shakopee city, Minnesota",Shakopee,Minnesota
4,2708452,"Buffalo city, Minnesota",Buffalo,Minnesota
13,2720618,"Farmington city, Minnesota",Farmington,Minnesota
19,2701486,"Andover city, Minnesota",Andover,Minnesota
12,2752594,"Prior Lake city, Minnesota",Prior Lake,Minnesota
3,2727530,"Hastings city, Minnesota",Hastings,Minnesota
1,2746798,"North Branch city, Minnesota",North Branch,Minnesota
157,3050200,"Missoula city, Montana",Missoula,Montana
65,2701720,"Anoka city, Minnesota",Anoka,Minnesota
15,5568275,"River Falls city, Wisconsin",River Falls,Wisconsin
257,2849240,"Moss Point city, Mississippi",Moss Point,Mississippi
16,652694,"Oakdale city, California",Oakdale,California
3,125240,"Fairhope city, Alabama",Fairhope,Alabama
100,168160,"Saraland city, Alabama",Saraland,Alabama
119,119648,"Daphne city, Alabama",Daphne,Alabama
8,661068,"Riverbank city, California",Riverbank,California
2,664210,"Salida CDP, California",Salida,California
1,656112,"Patterson city, California",Patterson,California
1,651140,"Newman city, California",Newman,California
23,648354,"Modesto city, California",Modesto,California
13,612524,"Ceres city, California",Ceres,California
4,661026,"Ripon city, California",Ripon,California
1039,150000,"Mobile city, Alabama",Mobile,Alabama
3,680812,"Turlock city, California",Turlock,California
435,408220,"Bullhead City city, Arizona",Bullhead,Arizona
17,439370,"Lake Havasu City city, Arizona",Lake Havasu,Arizona
322,437620,"Kingman city, Arizona",Kingman,Arizona
3,2266655,"Ruston city, Louisiana",Ruston,Louisiana
36,3886220,"Williston city, North Dakota",Williston,North Dakota
12,2204685,"Bastrop city, Louisiana",Bastrop,Louisiana
0,521070,"El Dorado city, Arkansas",El Dorado,Arkansas
0,654848,"Pacific Grove city, California",Pacific Grove,California
0,649278,"Morgan Hill city, California",Morgan Hill,California
1,669112,"Santa Cruz city, California",Santa Cruz,California
0,629504,"Gilroy city, California",Gilroy,California
0,638520,"King City city, California",King,California
2,664224,"Salinas city, California",Salinas,California
1,672520,"Soledad city, California",Soledad,California
1,630994,"Greenfield city, California",Greenfield,California
328,2280955,"West Monroe city, Louisiana",West Monroe,Louisiana
7,2829180,"Greenville city, Mississippi",Greenville,Mississippi
332,2251410,"Monroe city, Louisiana",Monroe,Louisiana
0,634120,"Hollister city, California",Hollister,California
0,611040,"Capitola city, California",Capitola,California
1,672688,"Soquel CDP, California",Soquel,California
0,683668,"Watsonville city, California",Watsonville,California
1,176920,"Troy city, Alabama",Troy,Alabama
305,162328,"Prattville city, Alabama",Prattville,Alabama
0,169120,"Selma city, Alabama",Selma,Alabama
99,5347245,"Moses Lake city, Washington",Moses Lake,Washington
1009,151000,"Montgomery city, Alabama",Montgomery,Alabama
303,148712,"Millbrook city, Alabama",Millbrook,Alabama
430,5455756,"Morgantown city, West Virginia",Morgantown,West Virginia
7,5415628,"Clarksburg city, West Virginia",Clarksburg,West Virginia
6,5426452,"Fairmont city, West Virginia",Fairmont,West Virginia
99,1886084,"Yorktown town, Indiana",Yorktown,Indiana
70,1801468,"Anderson city, Indiana",Anderson,Indiana
0,3928826,"Fremont city, Ohio",Fremont,Ohio
98,1852740,"New Castle city, Indiana",New Castle,Indiana
20,4551280,"North Myrtle Beach city, South Carolina",North Myrtle Beach,South Carolina
109,2633340,"Grand Haven city, Michigan",Grand Haven,Michigan
62,4850256,"Nacogdoches city, Texas",Nacogdoches,Texas
415,2656320,"Muskegon city, Michigan",Muskegon,Michigan
377,4549075,"Myrtle Beach city, South Carolina",Myrtle Beach,South Carolina
90,4741520,"Lebanon city, Tennessee",Lebanon,Tennessee
248,1851876,"Muncie city, Indiana",Muncie,Indiana
85,4845072,"Lufkin city, Texas",Lufkin,Texas
22,4716540,"Columbia city, Tennessee",Columbia,Tennessee
392,4516405,"Conway city, South Carolina",Conway,South Carolina
