	GeoID	Place Name	Indeed job count	Craigslist affordable house count	Population	Unemployment rate	Employment to population ratio	Number of people below the poverty level	Number of people with a bachelors degree or higher	Public transportation proportion	Simpsons diversity score	Affordable housing in market	Proportion of public transit to work under 30 minutes	SNAP-authorized Stores per 1000 people (2016)	Farmers Markets per 1000 people (2016)	Farmer Markets with SNAP per 1000 people (2016)	Farmer Markets with WIC per 1000 people (2016)	Farmer Markets with WIC Cash per 1000 people (2016)	Farmer Markets with SFMNP per 1000 people (2016)	Employment to population ratio percentage	Indeed job count normalized	Craigslist affordable house count normalized	Number of people below the poverty level normalized	Number of people with a bachelors degree or higher normalized	Population min_max_normalized	Unemployment rate min_max_normalized	Public transportation proportion min_max_normalized	Simpsons diversity score min_max_normalized	Affordable housing in market min_max_normalized	Proportion of public transit to work under 30 minutes min_max_normalized	SNAP-authorized Stores per 1000 people (2016) min_max_normalized	Farmers Markets per 1000 people (2016) min_max_normalized	Farmer Markets with SNAP per 1000 people (2016) min_max_normalized	Farmer Markets with WIC per 1000 people (2016) min_max_normalized	Farmer Markets with WIC Cash per 1000 people (2016) min_max_normalized	Farmer Markets with SFMNP per 1000 people (2016) min_max_normalized	Employment to population ratio percentage min_max_normalized	Indeed job count normalized min_max_normalized	Craigslist affordable house count normalized min_max_normalized	Number of people below the poverty level normalized min_max_normalized	Number of people with a bachelors degree or higher normalized min_max_normalized
24574	4554535	Parker CDP, South Carolina	658.0		12540	6.3	50.6	2027	762	0.0068011788710043075	0.41340763361955724	66	0.7997997997997998	0.666930631	0.008424387	0.0	0.0	0.0	0.0	0.506	0.05247208931419458		0.1616427432216906	0.06076555023923445	0.0007643145309776516	0.2142857142857143	0.009657598330085478	0.545090330544137	0.0016335824959160439	0.7997997997997995	0.08381002407653335	0.006722660826430251	0.0	0.0	0.0	0.0	0.5466321243523315	0.31701467869876393		0.4351177948178638	0.09989419355889734
24585	4556365	Piedmont CDP, South Carolina	731.0		6155	6.5	51.3	353	410	0.009651699538396978	0.2287656861337154	105	0.0							0.513	0.11876523151909017		0.05735174654752234	0.06661251015434606	1.788622258176517e-05	0.22108843537414968	0.013705305964221037	0.3012629640164959	0.002598881243502797	0.0							0.555699481865285	0.7179904578124067		0.1543822196365838	0.10992963715733613
24591	4558030	Port Royal town, South Carolina	204.0	2.0	12218	7.5	39.3	740	1306	0.0	0.3419622485511298	166		0.830526986	0.091016656	0.0	0.045508328	0.045508328	0.0	0.39299999999999996	0.016696677033884433	0.0001636929120969062	0.0605663774758553	0.10689147159927975	0.0007266716311650478	0.25510204081632654	0.0	0.4507437298448366	0.0041087074897282316		0.11166850839872322	0.07263129149264841	0.0	0.036315645746324204	0.10084645482702394	0.0	0.4002590673575129	0.10062617552792169	0.0005658423259503632	0.16303551945574848	0.17906252872028558
24592	4558170	Powdersville CDP, South Carolina	643.0		9216	4.4	67.1	585	1769	0.0	0.280943841623446	0								0.6709999999999999	0.06976996527777778		0.0634765625	0.1919487847222222	0.0003757275776326357	0.14965986394557826	0.0	0.37016638719072525	0.0								0.7603626943005181	0.42164132726026043		0.17086929698871908	0.3250508510061831
24599	4559110	Red Bank CDP, South Carolina	562.0		9214	6.1	64.3	777	1097	0.0	0.1746074942809266	74								0.643	0.060994139353158235		0.0843281962231387	0.11905795528543521	0.00037549377080150153	0.20748299319727892	0.0	0.22974482052216988	0.0018315924954210188								0.7240932642487047	0.3685605179871987		0.2269987383922131	0.19994450201861086
24600	4559190	Red Hill CDP, South Carolina	458.0		15015	7.1	56.5	2238	1270	0.00015105740181268882	0.30723416731569986	170	1.0	0.89080843	0.030776491	0.0	0.01025883033230745	0.0	0.0	0.565	0.030502830502830505		0.14905094905094904	0.08458208458208458	0.0010536504845062057	0.24149659863945577	0.00021449982997989448	0.4048838550574882	0.004207712489480719	0.9999999999999998	0.12193371059465825	0.024559639819571818	0.0	0.008186546605705286	0.0	0.0	0.6230569948186527	0.1841330505929621		0.4012225910915867	0.14077175909346296
24610	4561405	Rock Hill city, South Carolina		249.0	70764	7.6	62.5	7127	10744	0.0018734643734643734	0.5373224066080069	722	0.41	0.8093880040000001	0.0					0.625		0.0035187383415295915	0.10071505285173252	0.15182861341925272	0.007570898998956053	0.2585034013605442	0.0026602985670295142	0.7087249389473057	0.017870402455323994	0.40999999999999986	0.10806879495379927	0.0					0.7007772020725389		0.012163331094037385	0.27110967574775685	0.25619049928219356
24611	4561405	Rock Hill city, South Carolina		248.0	70764	7.6	62.5	7127	10744	0.0018734643734643734	0.5373224066080069	722	0.41	0.8093880040000001	0.0					0.625		0.00350460686224634	0.10071505285173252	0.15182861341925272	0.007570898998956053	0.2585034013605442	0.0026602985670295142	0.7087249389473057	0.017870402455323994	0.40999999999999986	0.10806879495379927	0.0					0.7007772020725389		0.012114482374784222	0.27110967574775685	0.25619049928219356
24617	4562395	St. Andrews CDP, South Carolina	557.0		21977	10.9	66.3	2557	2907	0.009932096888618628	0.5041095640155624	696	0.755	0.89080843	0.030776491	0.0	0.01025883033230745	0.0	0.0	0.6629999999999999	0.025344678527551533		0.11634891022432543	0.13227465077126085	0.0018675320636843047	0.3707482993197279	0.01410346708196578	0.6648659997708015	0.017226869956932823	0.7549999999999998	0.12193371059465825	0.024559639819571818	0.0	0.008186546605705286	0.0	0.0	0.7499999999999999	0.15293383543611405		0.3131936530972999	0.22262900884461878
24624	4563665	Sangaree CDP, South Carolina	696.0		8161	5.6	64.1	569	1042	0.010805248263442244	0.4044510312722642	0	0.643							0.6409999999999999	0.08528366621737532		0.06972184781276804	0.1276804313196912	0.00025239447420935296	0.19047619047619047	0.015343332319940792	0.5332627648522013	0.0	0.6429999999999999							0.721502590673575	0.5154763472079467		0.18768065962176408	0.21474370932923847
24625	4563700	Sans Souci CDP, South Carolina	630.0		9187	8.5	56.5	1526	906	0.00904109589041096	0.4190535784166033	55	0.0							0.565	0.06857516055295526		0.16610427778382497	0.09861761184282138	0.00037233737858119	0.2891156462585034	0.012838255577371987	0.552546035329366	0.0013613187465967031	0.0							0.6230569948186527	0.41441452009001606		0.44712757045942875	0.1648616697896928
24632	4565095	Seneca city, South Carolina	252.0		8199	5.0	51.0	821	1116	0.016217969510217322	0.4845576274948098	90	0.74							0.51	0.030735455543358946		0.10013416270276863	0.13611416026344675	0.0002568368040009025	0.17006802721088435	0.02302933627095202	0.639046854894547	0.0022276124944309687	0.7399999999999999							0.5518134715025906	0.18554008914574238		0.2695460074035372	0.22921896012082255
24633	4565207	Seven Oaks CDP, South Carolina	567.0		15631	5.9	65.0	638	3402	0.00603000981629505	0.5305047088947006	291	0.581	0.858444586	0.027972028	0.007628734908328036	0.005085823272218691	0.0025429116363890657	0.0025429116363890657	0.65	0.036274070756829375		0.04081632653061224	0.21764442454097627	0.001125662988495535	0.20068027210884357	0.008562546852065174	0.6997218857307853	0.007202613731993466	0.5809999999999998	0.11642253865760746	0.02232167834542859	0.01690527655333863	0.004058486971490259	0.0056350921850660705	0.0020292434859683463	0.7331606217616581	0.21904054600397796		0.10987137212963788	0.36915362370699134
24638	4566580	Simpsonville city, South Carolina	727.0	1423.0	20741	4.8	70.0	725	4171	0.0	0.42819676440992893	252		0.86593317	0.076405868	0.0	0.0	0.0	0.0	0.7	0.035051347572441056	0.06860807097054145	0.034954920206354566	0.20109927197338603	0.0017230394420433782	0.163265306122449	0.0	0.5646199924814695	0.006237314984406712		0.11769775411066205	0.060971882667902204	0.0	0.0	0.0	0.0	0.7979274611398963	0.2116448733115435	0.2371596299414389	0.09409335362097744	0.34075631162854053
24644	4567390	Socastee CDP, South Carolina	460.0		23567	5.6	57.9	2303	2492	0.0017953321364452424	0.3042802732280686	65	1.0	1.36940825	0.04149722	0.0	0.0	0.0	0.0	0.579	0.019518818687147284		0.09772139007934824	0.10574107862689354	0.002053408494435982	0.19047619047619047	0.0025493516597251374	0.4009831151324832	0.0016088312459779219	0.9999999999999998	0.2034334822862274	0.03311478156211935	0.0	0.0	0.0	0.0	0.6411917098445595	0.11769597204908537		0.2630511887536226	0.17708804899782593
24649	4568290	Spartanburg city, South Carolina	549.0	729.0	37384	7.9	54.3	4242	5337	0.015837732703528756	0.525848120411863	861	0.6010000000000001	1.222114693	0.074443535	0.0	0.0	0.0	0.0	0.5429999999999999	0.014685426920607746	0.019500320992938157	0.11347100363791997	0.14276160924459663	0.0036686629873265006	0.2687074829931973	0.022489404235791436	0.6935726670822965	0.021310826196722935	0.601	0.1783511676561485	0.05940594093380199	0.0	0.0	0.0	0.0	0.5945595854922279	0.08846107738442223	0.06740735958616603	0.30544676423232225	0.2406283250373521
24659	4570270	Summerville town, South Carolina	694.0	753.0	49122	6.8	60.8	2707	8483	0.0037338122695906987	0.3897086076377888	312	0.4809999999999999	0.817924949	0.099142418	0.0	0.0	0.0	0.0	0.608	0.01412808924718049	0.015329180407963845	0.055107691054924475	0.17269247994788486	0.005040875279253034	0.23129251700680273	0.005301971882166803	0.513794781655671	0.007722389980694025	0.4809999999999998	0.10952253362934553	0.0791156495690634	0.0	0.0	0.0	0.0	0.6787564766839378	0.08509000610315513	0.052988849583298095	0.14834156196196774	0.29200024637012895
24660	4570270	Summerville town, South Carolina	694.0	750.0	49122	6.8	60.8	2707	8483	0.0037338122695906987	0.3897086076377888	312	0.4809999999999999	0.817924949	0.099142418	0.0	0.0	0.0	0.0	0.608	0.01412808924718049	0.015268107976059606	0.055107691054924475	0.17269247994788486	0.005040875279253034	0.23129251700680273	0.005301971882166803	0.513794781655671	0.007722389980694025	0.4809999999999998	0.10952253362934553	0.0791156495690634	0.0	0.0	0.0	0.0	0.6787564766839378	0.08509000610315513	0.05277773862878296	0.14834156196196774	0.29200024637012895
24662	4570405	Sumter city, South Carolina	62.0	52.0	40286	11.2	48.7	4028	5127	0.0025857719475277496	0.5279068448432341	330	0.22	1.025799134	0.045675657	0.0	0.0	0.0	0.0	0.48700000000000004	0.0015389961773320756	0.0012907709874398054	0.09998510648860646	0.12726505485776696	0.004007916699302203	0.38095238095238093	0.0036717673973980167	0.6962912982673679	0.008167912479580219	0.21999999999999995	0.14492099787881182	0.03644917428833275	0.0	0.0	0.0	0.0	0.522020725388601	0.008944552227778993	0.004461847788313557	0.2691447706395632	0.214030776947919
24667	4571395	Taylors CDP, South Carolina	774.0	710.0	22919	4.8	60.2	1419	3947	0.014793187347931874	0.31042506535733194	115	1.0	0.7836344140000001	0.0					0.602	0.03377110694183865	0.030978663990575504	0.06191369606003752	0.1722151926349317	0.001977655081148506	0.163265306122449	0.02100616145196779	0.4090975685551159	0.0028463937428840156	0.9999999999999998	0.10368326947399806	0.0					0.6709844559585493	0.20390130486336047	0.10708490100588358	0.1666622971234751	0.29118105315195547
24668	4571417	Tega Cay city, South Carolina			9464	5.6	67.8	55	2985	0.012612175600291051	0.14002766522490484	0	0.0							0.6779999999999999			0.00581149619611158	0.31540574809805577	0.00040471962469327465	0.19047619047619047	0.017909149035236206	0.1840807189000165	0.0	0.0							0.7694300518134715			0.015643667999227288	0.536946504607402
24676	4573105	Union city, South Carolina	152.0		7926	11.5	47.8	1209	692	0.0014487504527345165	0.5125669357019649	74	1.0							0.478	0.01917739086550593		0.15253595760787284	0.0873075952561191	0.0002249221715510862	0.39115646258503406	0.0020572095247619	0.676034310623887	0.0018315924954210188	0.9999999999999998							0.5103626943005181	0.1156308370707104		0.410603706556389	0.14544969584064762
24678	4573465	Valley Falls CDP, South Carolina	543.0		6201	4.9	59.8	859	518	0.009609012591119947	0.46560866845032334	77	1.0							0.598	0.08756652152878568		0.13852604418642153	0.08353491372359297	2.3263779697851433e-05	0.16666666666666669	0.013644690974002697	0.6140239668392121	0.0019058462452353844	0.9999999999999998							0.6658031088082902	0.5292842563920868		0.372891140486098	0.13897444489242644
24681	4573870	Wade Hampton CDP, South Carolina	751.0		20213	4.5	59.3	1372	4057	0.004588659455916093	0.2284527144405687	317	0.28600000000000003	0.7689515509999999	0.057313159	0.0	0.0	0.0	0.0	0.593	0.037154306634344235		0.06787710879137189	0.20071241280364122	0.0016613144386239532	0.15306122448979592	0.0065158453761181975	0.30084967188663736	0.007846146230384635	0.286	0.10118295515654051	0.0457359008849271	0.0	0.0	0.0	0.0	0.6593264248704663	0.22436467539430632		0.18271490143796804	0.3400923249696823
24693	4575535	Welcome CDP, South Carolina	694.0		6891	7.6	55.0	557	453	0.0	0.4781243199169952	83								0.55	0.1007110724132927		0.08083006820490495	0.06573791902481498	0.00010392713643914534	0.2585034013605442	0.0	0.6305514048295984	0.0020543537448641158								0.6036269430051814	0.6087894111745207		0.2175823073236255	0.10842853058579628
24695	4575850	West Columbia city, South Carolina	551.0	1690.0	17056	6.2	59.7	1874	3025	0.004985937100485809	0.3645551866214143	146	0.718	1.396348013	0.107411386	0.0	0.0	0.0	0.0	0.597	0.03230534709193246	0.09908536585365854	0.10987335834896811	0.17735694183864917	0.001292250355678642	0.2108843537414966	0.00707997521148161	0.48057864367026604	0.0036136824909657936	0.7179999999999999	0.20802099870845464	0.08571428603348571	0.0	0.0	0.0	0.0	0.6645077720207254	0.19503561863607183	0.34251143292682923	0.295762447736167	0.30000610666358696
24696	4575850	West Columbia city, South Carolina	551.0	1676.0	17056	6.2	59.7	1874	3025	0.004985937100485809	0.3645551866214143	146	0.718	1.396348013	0.107411386	0.0	0.0	0.0	0.0	0.597	0.03230534709193246	0.09826454033771106	0.10987335834896811	0.17735694183864917	0.001292250355678642	0.2108843537414966	0.00707997521148161	0.48057864367026604	0.0036136824909657936	0.7179999999999999	0.20802099870845464	0.08571428603348571	0.0	0.0	0.0	0.0	0.6645077720207254	0.19503561863607183	0.3396740601096839	0.295762447736167	0.30000610666358696
24709	4578820	Woodfield CDP, South Carolina	563.0		9738	9.4	56.7	934	984	0.0180158539514773	0.558077727869376	254	0.613							0.5670000000000001	0.05781474635448757		0.09591291846375026	0.10104744300677758	0.00043675116055865804	0.3197278911564626	0.025582312175118332	0.7361332033937303	0.006286817484282957	0.6129999999999999							0.6256476683937824	0.34932987749635946		0.2581830569359729	0.16903211630440027
24713	4579630	York city, South Carolina	591.0		8001	5.4	53.7	974	597	0.0	0.49118091044319323	136								0.537	0.0738657667791526		0.121734783152106	0.0746156730408699	0.00023368992771861816	0.1836734693877551	0.0	0.6477931753328949	0.003366169991584575								0.5867875647668394	0.4464148881971158		0.32769160769023237	0.12366588486945944
24714	4600100	Aberdeen city, South Dakota	15.0	12.0	27925	2.3	67.0	2269	4266	0.0031715592270246348	0.17857458357750255	333	1.0	1.45941232	0.053393134	0.0	0.0	0.0	0.0	0.67	0.0005371530886302597	0.0004297224709042077	0.08125335720680393	0.15276633840644585	0.0025628735794773717	0.0782312925170068	0.004503578817087827	0.23498352683530754	0.008242166229394584	0.9999999999999998	0.21876008887858261	0.0426077209347269	0.0	0.0	0.0	0.0	0.7590673575129534	0.0028848784865611083	0.0014854348874044486	0.21872173723805316	0.2577999658009398
24754	4606620	Box Elder city, South Dakota	51.0		9277	3.5	59.1	551	844	0.0023484201537147735	0.25981782903159656	119	1.0							0.591	0.005497466853508677		0.05939420071143689	0.09097768675218282	0.00038285868598222835	0.11904761904761905	0.0033347304908488288	0.34226860943415444	0.002945398742636503	0.9999999999999998							0.6567357512953368	0.032887464129173316		0.1598801970533628	0.15174886613505426
24756	4606840	Brandon city, South Dakota	105.0		9731	2.3	77.7	164	1884	0.0022249190938511327	0.029844232906205526	24	1.0							0.777	0.010790257938546911		0.01685335525639708	0.19360805672592746	0.00043593283664968837	0.0782312925170068	0.003159360359857588	0.03857891661153558	0.000594029998514925	0.9999999999999998							0.8976683937823835	0.06490104741127972		0.045366681041710516	0.3278987464679967
24765	4607580	Brookings city, South Dakota	17.0	26.0	23471	3.6	68.3	3345	4319	0.005788458165234169	0.15077406928592252	327	1.0	0.982063445	0.14823599199999998	0.0	0.0	0.0	0.0	0.6829999999999999	0.0007242980699586724	0.0011077499893485578	0.14251629670657406	0.1840143155383239	0.002042185766541541	0.12244897959183675	0.008219546194949613	0.19827179215026378	0.008093658729765854	0.9999999999999998	0.13747333801911218	0.1182923216235707	0.0	0.0	0.0	0.0	0.7759067357512953	0.004016829729171341	0.0038291934727962165	0.38363229621465417	0.3114325058944324
24889	4631060	Huron city, South Dakota	6.0	7.0	13116	1.5	65.7	1746	1232	0.018448361060780762	0.31144822022499974	66	1.0	1.0597380790000002	0.040628936	0.0	0.0	0.0	0.020314468	0.657	0.0004574565416285453	0.0005336992985666362	0.13311985361390669	0.09393107654772796	0.0008316508983442969	0.05102040816326531	0.026196467458457086	0.410448687086578	0.0016335824959160439	0.9999999999999998	0.15070039050155193	0.032421890930075	0.0	0.0	0.0	0.0162109454650375	0.7422279792746115	0.002402831868105307	0.00184485478687217	0.35833849386928335	0.15681792375605766
24932	4640220	Madison city, South Dakota	7.0		7094	5.3	63.7	679	924	0.003964321110009911	0.09174011884592581	85	1.0							0.637	0.0009867493656611221		0.09571468846912884	0.13025091626726812	0.00012765852979926514	0.18027210884353742	0.005629291871028351	0.12031500677454948	0.0021038562447403594	0.9999999999999998							0.716321243523316	0.005604273155045086		0.25764945179906834	0.21915556730099808
24948	4643100	Mitchell city, South Dakota	13.0	83.0	15566	4.8	66.4	945	2212	0.015683646112600536	0.12296240719501328	12	1.0	1.18012263	0.07696451900000001	0.0	0.0	0.0	0.0	0.664	0.0008351535397661571	0.005332134138507002	0.06070923808300141	0.14210458692021072	0.0011180642664836739	0.163265306122449	0.02227060299096883	0.1615453363328336	0.0002970149992574625	0.9999999999999998	0.17120042625520526	0.06141768616593074	0.0	0.0	0.0	0.0	0.7512953367875649	0.0046873418952364234	0.018431752142242953	0.16342007858354368	0.23950064320354153
24949	4643100	Mitchell city, South Dakota	13.0	83.0	15566	4.8	66.4	945	2212	0.015683646112600536	0.12296240719501328	12	1.0	1.18012263	0.07696451900000001	0.0	0.0	0.0	0.0	0.664	0.0008351535397661571	0.005332134138507002	0.06070923808300141	0.14210458692021072	0.0011180642664836739	0.163265306122449	0.02227060299096883	0.1615453363328336	0.0002970149992574625	0.9999999999999998	0.17120042625520526	0.06141768616593074	0.0	0.0	0.0	0.0	0.7512953367875649	0.0046873418952364234	0.018431752142242953	0.16342007858354368	0.23950064320354153
24991	4649600	Pierre city, South Dakota	5.0	1.0	13974	1.9	66.6	821	2775	0.01020986954055587	0.23830722060698895	194	1.0	1.18012263	0.07696451900000001	0.0	0.0	0.0	0.0	0.6659999999999999	0.00035780735651925	7.156147130385e-05	0.05875196794046086	0.19858308286818377	0.0009319540289008624	0.06462585034013606	0.014497901157347831	0.3138629568942215	0.004801742487995643	0.9999999999999998	0.17120042625520526	0.06141768616593074	0.0	0.0	0.0	0.0	0.7538860103626942	0.0018001012038422913	0.000247368739747443	0.15815140365690578	0.33643764445536534
25004	4652980	Rapid City city, South Dakota	51.0		72841	4.6	61.6	6023	11565	0.006960772181660685	0.2720848631951376	646	0.8360000000000001	0.990247077	0.012125474	0.012125474	0.0	0.0	0.012125474	0.616	0.0007001551324116913		0.08268694828461992	0.15877047267335703	0.007813707393088903	0.1564625850340136	0.009884219055656875	0.3584677379416685	0.01598930746002673	0.8359999999999999	0.1388669117559511	0.009676128252619274	0.02687005037841103	0.0	0.0	0.009676128252619274	0.689119170984456	0.003870800549213751		0.22258074739846817	0.26810517597303496
